Omega_over_gamma,Delta_over_gamma,gap1_over_gamma,gap2_over_gamma,low_rank_min,low_rank_winner,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax,gap3_over_gamma,gap4_over_gamma,gap5_over_gamma,gap6_over_gamma,gap7_over_gamma,gap8_over_gamma,gap9_over_gamma,gap10_over_gamma
0.2,0.0885,0.09406738846583765,0.2808740280786775,0.09406738846583765,1,3,0.29015155760083666,0.19608416913499901,1,0.29015155760083666,0.3104405973594909,0.33597108593125613,0.36430068462751175,0.39366744192863246,0.4227779613972699,0.4508247547526448,0.4774363956011165
0.2,0.08966666666666667,0.09392420020623027,0.28139234463544316,0.09392420020623027,1,3,0.2903758536174973,0.19645165341126702,1,0.2903758536174973,0.310578806331937,0.3360731625406363,0.364388377095276,0.3937521206250867,0.4228653591683172,0.4509169945986906,0.47753345139399805
0.2,0.09083333333333334,0.09377979862723862,0.28192006818368864,0.09377979862723862,1,3,0.2906031755113622,0.1968233768841236,1,0.2906031755113622,0.31071881495528114,0.33617655688872916,0.3644771957191574,0.3938378849253395,0.4229538805454462,0.45101042663873336,0.4776317684370663
0.2,0.092,0.0936342035045615,0.2824573204874722,0.0936342035045615,1,3,0.29083352579486765,0.19719932229030615,1,0.29083352579486765,0.31086062263958364,0.33628126818376947,0.364567139614251,0.3939247339070943,0.4230435246979023,0.45110505024386055,0.477731346337969
0.2,0.09316666666666666,0.0934874345652463,0.2830042259096316,0.0934874345652463,1,3,0.29106690694465454,0.19757947237940823,1,0.29106690694465454,0.31100422877507894,0.3363872956207426,0.36465820788326886,0.39401266663552004,0.4231342907834393,0.45120086477626686,0.47783218469869937
0.2,0.09433333333333332,0.09333951148207614,0.2835609113982794,0.09333951148207614,1,3,0.2913033213982718,0.19796380991619567,1,0.2913033213982718,0.3111496327316916,0.33649463838126387,0.36475039961651473,0.39410168216321684,0.42322617794829737,0.4512978695892151,0.4779342831155852
0.2,0.0955,0.09319045386811803,0.28412750646419305,0.09319045386811803,1,3,0.2915427715507662,0.19835231768264816,1,0.2915427715507662,0.3112968338585366,0.33660329563345004,0.3648437138918416,0.39419177953019247,0.4233191853271807,0.4513960640270334,0.4780376411792658
0.2,0.09666666666666666,0.09304028127143413,0.2847041431479142,0.09304028127143413,1,3,0.29178525975118996,0.19874497847975583,1,0.29178525975118996,0.31144583148341326,0.33671326653182,0.3649381497746155,0.39428295776385036,0.42341331204321575,0.45149544742505693,0.4781422584746559
0.2,0.09783333333333333,0.09288901316995293,0.2852909559752435,0.09288901316995293,1,3,0.2920307882990332,0.19914177512908024,1,0.2920307882990332,0.31159662491229007,0.3368245502171588,0.36503370631768256,0.3943752158789554,0.4235085572079353,0.45159601910961217,0.47824813458093896
0.2,0.099,0.09273666896650656,0.2858880818996924,0.09273666896650656,1,3,0.29227935944055955,0.19954269047405299,1,0.29227935944055955,0.31174921342878736,0.3369371458163998,0.36513038256133473,0.39446855287761806,0.42360491992124816,0.4516977783979747,0.4783552690715263
0.2,0.10016666666666667,0.09258326798402253,0.28649566023028133,0.09258326798402253,1,3,0.2925309753650372,0.19994770738101467,1,0.2925309753650372,0.31190359629364656,0.3370510524424965,0.3652281775332569,0.39456296774926214,0.4237023992713884,0.4518007245983477,0.4784636615140575
0.2,0.10133333333333333,0.0924288294608801,0.287113832542957,0.0924288294608801,1,3,0.2927856382008957,0.2003568087400156,1,0.2927856382008957,0.3120597727441989,0.337166269194299,0.3653270902485057,0.39465845947060496,0.42380099433492313,0.4519048570098281,0.47857331147034426
0.2,0.1025,0.09227337254642523,0.2877427425736761,0.09227337254642523,1,3,0.29304335001178244,0.2007699774653572,1,0.29304335001178244,0.31221774199381697,0.3372827951564275,0.36542711970946695,0.3947550270056374,0.42390070417668474,0.4520101749223817,0.478684218496365
0.2,0.10366666666666666,0.09211691629663946,0.2883825360910787,0.09211691629663946,1,3,0.29330411279252255,0.2011871964958831,1,0.29330411279252255,0.31237750323136854,0.3374006293991416,0.36552826490581564,0.39485266930559304,0.4240015278497589,0.4521166776167913,0.4787963821422419
0.2,0.10483333333333333,0.09195947966997314,0.289033360746413,0.09195947966997314,1,3,0.29356792846497354,0.2016084487950004,1,0.29356792846497354,0.3125390556206567,0.3375197709782094,0.3656305248144688,0.3949513853089297,0.42410346439544916,0.45222436436462343,0.4789098019521905
0.2,0.106,0.0918010815233237,0.28969536589822453,0.0918010815233237,1,3,0.29383479887380337,0.20203371735047967,1,0.29383479887380337,0.31270239829985946,0.3376402189347755,0.3657338983995682,0.3950511739412908,0.42420651284325234,0.4523332344282232,0.47902447746452664
0.2,0.10716666666666666,0.09164174060817892,0.2903687024090489,0.09164174060817892,1,3,0.29410472578214175,0.20246298517396283,1,0.29410472578214175,0.3128675303809467,0.33776197229523136,0.36583838461241525,0.3951520341154995,0.42431067221082047,0.4524432870606515,0.47914040821163245
0.2,0.10833333333333334,0.09148147556690203,0.29105352241113375,0.09148147556690203,1,3,0.2943777108671528,0.20289623530025078,1,0.2943777108671528,0.3130344509491117,0.33788503007107445,0.36594398239144826,0.3952539647315237,0.4244159415039204,0.4525545215056705,0.47925759371990484
0.2,0.1095,0.09132030492917415,0.29174997903797084,0.09132030492917415,1,3,0.2946537557154938,0.20333345078631965,1,0.2946537557154938,0.3132031590621751,0.33800939125877416,0.36605069066219437,0.3953569646764383,0.4245223197164176,0.4526669369976891,0.4793760335097524
0.2,0.11066666666666666,0.09115824710858217,0.29245822611815525,0.09115824710858217,1,3,0.2949328618186713,0.20377461471008912,1,0.2949328618186713,0.3133736537499941,0.3381350548396395,0.366158508337233,0.3954610328244325,0.42462980583023624,0.45278053276174607,0.4794957270955605
0.2,0.11183333333333333,0.09099532039935407,0.29317841782781234,0.09099532039935407,1,3,0.2952150305683033,0.20421971016894921,1,0.2952150305683033,0.31354593401386166,0.3382620197796644,0.366267434316153,0.3955661680367414,0.42473839881532494,0.4528953080134571,0.47961667398567387
0.2,0.113,0.09083154297323795,0.2939107082975922,0.09083154297323795,1,3,0.295500263251259,0.20466872027802105,1,0.295500263251259,0.3137199988258892,0.33839028502940677,0.36637746748550337,0.3956723691616617,0.42484809762962994,0.4530112619589922,0.47973887368233875
0.2,0.11416666666666667,0.09066693287652422,0.2946552511699332,0.09066693287652422,1,3,0.29578856104470536,0.20512162816818114,1,0.29578856104470536,0.3138958471283966,0.3385198495238356,0.3664886067187669,0.39577963503449554,0.4249589012190444,0.4531283937950415,0.4798623256817188
0.2,0.11533333333333333,0.09050150802720688,0.29541219910204697,0.09050150802720688,1,3,0.29607992501104125,0.20557841698383436,1,0.29607992501104125,0.3140734778332851,0.3386507121821818,0.3666008508763061,0.3958879644775331,0.4250708085173996,0.4532467027087664,0.47998702947382177
0.2,0.11649999999999999,0.09033528621228412,0.2961817032098289,0.09033528621228412,1,3,0.29637435609272295,0.20603906988043882,1,0.29637435609272295,0.31425288982140104,0.3387828719078049,0.36671419880532946,0.3959973563000309,0.42518381844640935,0.4533661878777701,0.48011298454249357
0.2,0.11766666666666666,0.09016828508519253,0.29696391244764686,0.09016828508519253,1,3,0.29667185510698235,0.20650357002178982,1,0.29667185510698235,0.314434081941904,0.3389163275880405,0.36682864933983506,0.39610780929818307,0.425297929915652,0.4534868484700494,0.4802401903654078
0.2,0.11883333333333333,0.09000052216337631,0.2977589729187859,0.09000052216337631,1,3,0.2969724227404373,0.20697190057706097,1,0.2969724227404373,0.31461705301161524,0.3390510780940525,0.36694420130058164,0.3962193222550939,0.4254131418225188,0.4536086836439761,0.4803686464139759
0.2,0.12,0.08983201482598543,0.2985670271111448,0.08983201482598543,1,3,0.2972760595435818,0.2074440447175964,1,0.2972760595435818,0.31480180181436307,0.3391871222806863,0.36706085349503775,0.396331893940747,0.4255294530521919,0.4537316925482409,0.4804983521533905
0.2025,0.05,0.10124350377667446,0.26857563224882697,0.10124350377667446,1,3,0.2851249026309971,0.18388139885432264,1,0.2851249026309971,0.3081216373627285,0.33510420878638675,0.3642738430410633,0.3940985352042694,0.42342334994416836,0.4515504043430266,0.4781898088618583
0.2025,0.051166666666666666,0.10114552153757456,0.2688287302094023,0.10114552153757456,1,3,0.2852477981989413,0.18410227666136675,1,0.2852477981989413,0.3081986005904789,0.3351615804921395,0.36432362982185384,0.3941469941886552,0.42347353112849534,0.4516033373450313,0.478245371938057
0.2025,0.052333333333333336,0.10104558833537022,0.2690882897492331,0.10104558833537022,1,3,0.28537355971738737,0.18432797138201715,1,0.28537355971738737,0.3082773364995011,0.33522026943374383,0.3643745576459991,0.39419656329494207,0.42352486307853654,0.4516574863576412,0.47830221363097614
0.2025,0.053500000000000006,0.10094372329582196,0.2693543565205127,0.10094372329582196,1,3,0.2855021892010045,0.18455846590518254,1,0.2855021892010045,0.3083578448930034,0.3352802751927033,0.36442662601483167,0.3942472420048787,0.4235773453387938,0.4517128510469512,0.4783603337404224
0.2025,0.05466666666666667,0.10083994577075606,0.26962697754596904,0.10083994577075606,1,3,0.28563368869371325,0.1847937429229572,1,0.28563368869371325,0.3084401255661879,0.335341597340183,0.364479834418143,0.3942990297882879,0.42363097744325034,0.45176943107128764,0.4784197320615043
0.2025,0.05583333333333333,0.10073427532731577,0.2699062012424375,0.10073427532731577,1,3,0.2857680602674946,0.1850337849401788,1,0.2857680602674946,0.30852417830600665,0.33540423543692505,0.3645341823341554,0.3943519261030955,0.42368575891533583,0.4518272260811789,0.47848040838464384
0.2025,0.057,0.10062673173723999,0.27019207744494134,0.10062673173723999,1,3,0.28590530602116615,0.18527857428392616,1,0.28590530602116615,0.3086100028909183,0.33546818903320774,0.36458966922952063,0.39440593039529076,0.423741689267945,0.4518862357193488,0.47854236249553966
0.2025,0.05816666666666667,0.10051733496619183,0.27048465743124883,0.10051733496619183,1,3,0.2860454280790958,0.18552809311290394,1,0.2860454280790958,0.30869759909062544,0.335533457668773,0.36464629455928427,0.3944610420989196,0.42379876800337074,0.45194645962069896,0.4786055941751719
0.2025,0.059333333333333335,0.10040610516313928,0.27078399394690916,0.10040610516313928,1,3,0.2861884285898996,0.18578232342676035,1,0.2861884285898996,0.3087869666658173,0.33560004087275147,0.36470405776687626,0.3945172606360742,0.4238569946133291,0.45200789741227587,0.47867010319977826
0.2025,0.0605,0.10029306264980409,0.27109014123071173,0.10029306264980409,1,3,0.2863343097250872,0.18604124707528313,1,0.2863343097250872,0.3088781053679096,0.3356679381636067,0.364762958284079,0.39457458541686175,0.4239163685789127,0.45207054871327546,0.47873588934085176
0.2025,0.06166666666666667,0.10017822791017944,0.2714031550405482,0.10017822791017944,1,3,0.28648307367766246,0.18630484576748302,1,0.28648307367766246,0.3089710149387641,0.3357371490490682,0.36482299553101233,0.3946330158394019,0.42397688937058653,0.45213441313501596,0.4788029523651117
0.2025,0.06283333333333334,0.10006162158013765,0.2717230926796435,0.10006162158013765,1,3,0.2866347226606833,0.18657310108054564,1,0.2866347226606833,0.30906569511040494,0.3358076730260543,0.36488416891610637,0.39469255128980996,0.42403855644815985,0.4521994902809117,0.4788712920345019
0.2025,0.064,0.09994326443712656,0.27205001302310716,0.09994326443712656,1,3,0.28678925890578205,0.1868459944686555,1,0.28678925890578205,0.30916214560475247,0.335879509580608,0.3649464778360885,0.3947531911421777,0.42410136926078384,0.45226577974646204,0.47894090810618095
0.2025,0.06516666666666666,0.09982317738996627,0.27238397654475677,0.09982317738996627,1,3,0.28694668466163914,0.18712350727167287,1,0.28694668466163914,0.30926036613331437,0.33595265818781533,0.3650099216759466,0.3948149347585582,0.42416532724689415,0.45233328111921495,0.47901180033250707
0.2025,0.06633333333333333,0.09970138146875837,0.2727250453441627,0.09970138146875837,1,3,0.28710700219240104,0.18740562072364267,1,0.28710700219240104,0.3093603563968975,0.33602711831174087,0.36507449980891876,0.3948777814889344,0.42423042983424264,0.4524019939788003,0.47908396846099255
0.2025,0.0675,0.09957789781490745,0.2730732831738336,0.09957789781490745,1,3,0.287270213776062,0.18769231596115454,1,0.287270213776062,0.3094621160853086,0.3361028894053492,0.3651402115964549,0.3949417306712404,0.42429667643982927,0.4524719178968243,0.47915741223434916
0.2025,0.06866666666666667,0.09945274767126916,0.2734287554665012,0.09945274767126916,1,3,0.28743632170279965,0.1879835740315305,1,0.28743632170279965,0.30956564487703714,0.3361799709104282,0.3652070563882107,0.39500678163129593,0.42436406646991387,0.45254305243692333,0.47923213139041787
0.2025,0.06983333333333333,0.099325952372428,0.27379152936238715,0.099325952372428,1,3,0.2876053282732483,0.1882793759008203,1,0.2876053282732483,0.3096709424389428,0.33625836225750966,0.36527503352200363,0.39507293368282415,0.4244325993199756,0.45261539715470017,0.47930812566218006
0.2025,0.07100000000000001,0.09919753333511347,0.27416167373638944,0.09919753333511347,1,3,0.28777723579673403,0.18857970246162056,1,0.28777723579673403,0.3097780084259401,0.33633806286579043,0.36534414232380175,0.39514018612741253,0.4245022743746978,0.45268895159773725,0.4793853947777344
0.2025,0.07216666666666667,0.09906751204875766,0.27453925922506744,0.09906751204875766,1,3,0.287952046589455,0.18888453454069734,1,0.287952046589455,0.30988684248066634,0.33641907214305616,0.3654143821076938,0.3952085382545154,0.4245730910079487,0.45276371530552517,0.4794639384602912
0.2025,0.07333333333333333,0.09893591006620228,0.27492435825331657,0.09893591006620228,1,3,0.28812976297261084,0.18919385290640856,1,0.28812976297261084,0.309997444233147,0.3365013894855914,0.3654857521758583,0.39527798934140906,0.42464504858275504,0.45283968780950284,0.47954375642814506
0.2025,0.0745,0.09880274899456404,0.2753170450606054,0.09880274899456404,1,3,0.28831038727047126,0.18950763827590722,1,0.28831038727047126,0.31010981330046017,0.3365850142781057,0.3655582518185536,0.3953485386531967,0.424718146451273,0.45291686863297104,0.4796248483946628
0.2025,0.07566666666666666,0.09866805048625174,0.2757173957266205,0.09866805048625174,1,3,0.2884939218084013,0.18982587132214954,1,0.2884939218084013,0.3102239492863894,0.3366699458936385,0.36563188031406324,0.39542018544277446,0.42479238395478586,0.4529952572911237,0.4797072140682617
0.2025,0.07683333333333334,0.09853183623015521,0.2761254881961701,0.09853183623015521,1,3,0.2886803689108262,0.190148532680671,1,0.2886803689108262,0.31033985178106327,0.33675618369347843,0.365706636928694,0.3954929289508252,0.4248677604236574,0.45307485329098135,0.47979085315240094
0.2025,0.078,0.09839412794299746,0.2765414023031555,0.09839412794299746,1,3,0.28886973089913587,0.1904756029561384,1,0.28886973089913587,0.31045752036061786,0.3368437270270762,0.3657825209167412,0.3955667684057844,0.4249442751773119,0.4531556561314055,0.4798757653455631
0.2025,0.07916666666666666,0.0982549473608604,0.27696521979341565,0.0982549473608604,1,3,0.28906201008953797,0.19080706272867756,1,0.28906201008953797,0.31057695458680334,0.33693257523195547,0.36585953152045286,0.3956417030238207,0.4250219275242326,0.4532376653030436,0.47996195034123235
0.2025,0.08033333333333334,0.09811431623088726,0.2773970243462194,0.09811431623088726,1,3,0.2892572087908453,0.19114289255995806,1,0.2892572087908453,0.3106981540066373,0.3370227276336184,0.3659376679700168,0.39571773200883165,0.4251007167619058,0.453320880288323,0.4800494078278762
0.2025,0.0815,0.09797225630316073,0.2778369015941566,0.09797225630316073,1,3,0.289455329302215,0.1914830729990543,1,0.289455329302215,0.3108211181520115,0.33711418354545963,0.36601692948351366,0.3957948545524171,0.4251806421768144,0.45340530056141876,0.48013813748893297
0.2025,0.08266666666666667,0.09782878932276673,0.2782849391411527,0.09782878932276673,1,3,0.2896563739108103,0.19182758458804355,1,0.2896563739108103,0.3109458465393189,0.33720694226866793,0.3660973152669009,0.3958730698338461,0.4252617030444069,0.4534909255882211,0.48022813900279443
0.2025,0.08383333333333333,0.09768393702203707,0.27874122657831385,0.09768393702203707,1,3,0.2898603448894094,0.19217640786737236,1,0.2898603448894094,0.31107233866905215,0.3373010030921351,0.36617882451397565,0.3959523770200448,0.42534389862907446,0.4535777548263352,0.4803194120427735
0.2025,0.08499999999999999,0.09753772111298364,0.2792058554972387,0.09753772111298364,1,3,0.29006724449395294,0.1925295233809693,1,0.29006724449395294,0.3112005940254181,0.3373963652923621,0.366261456406357,0.3960327752655849,0.4254272281841255,0.4536657877250327,0.480411956277089
0.2025,0.08616666666666667,0.09739016327991581,0.27967891950045404,0.09739016327991581,1,3,0.2902770749610178,0.19288691168110197,1,0.2902770749610178,0.31133061207592155,0.3374930281333502,0.36634521011343485,0.39611426371263936,0.42551169095175057,0.4537550237252179,0.4805057713688833
0.2025,0.08733333333333333,0.09724128517224925,0.2801605142085473,0.09724128517224925,1,3,0.29048983850524035,0.1932485533329911,1,0.29048983850524035,0.3114623922709674,0.3375909908665174,0.3664300847923673,0.3961968414909869,0.4255972861630105,0.45384546225941924,0.48060085697612825
0.2025,0.0885,0.0970911083975069,0.2806507372635361,0.0970911083975069,1,3,0.29070553731664267,0.19361442891913577,1,0.29070553731664267,0.3115959340434363,0.3376902527305884,0.3665160795880181,0.396280507717976,0.4256840130377919,0.45393710275176885,0.480697212751693
0.2025,0.08966666666666667,0.09693965451450728,0.28114968832799286,0.09693965451450728,1,3,0.2909241735579306,0.19398451904342331,1,0.2909241735579306,0.31173123680826154,0.3377908129514998,0.3666031936329521,0.39636526149849133,0.4257718707847992,0.4540299446179533,0.48079483834323095
0.2025,0.09083333333333334,0.0967869450267487,0.2816574690793551,0.0967869450267487,1,3,0.29114574936168847,0.19435880433493977,1,0.29114574936168847,0.3118682999620102,0.3378926707422924,0.36669142604739086,0.3964511019249631,0.4258608586015091,0.45412398726519765,0.4808937333932449
0.2025,0.092,0.09663300137598377,0.2821741831988226,0.09663300137598377,1,3,0.2913702668275223,0.19473726545153855,1,0.2913702668275223,0.3120071228824281,0.33799582530300065,0.36678077593917935,0.396538028077316,0.4259509756741555,0.4542192300922173,0.4809938975390298
0.2025,0.09316666666666666,0.09647784493598752,0.2826999363541794,0.09647784493598752,1,3,0.291597728019118,0.19511988308313047,1,0.291597728019118,0.31214770492801575,0.33810027582056645,0.366871242403761,0.3966260390229509,0.4260422211776897,0.45431567248924176,0.481095330412622
0.2025,0.09433333333333332,0.09632149700651665,0.28323483617579764,0.09632149700651665,1,3,0.2918281349612411,0.19550663795472445,1,0.2918281349612411,0.31229004543756456,0.3382060214687149,0.3669628245241339,0.3967151338167389,0.4261345942757661,0.4544133138379179,0.48119803164082964
0.2025,0.0955,0.09616397880746275,0.28377899222503555,0.09616397880746275,1,3,0.29206148963664,0.19589751082917728,1,0.29206148963664,0.3124341437297086,0.3383130614078488,0.3670555213708342,0.39680531150098136,0.4262280941206952,0.4545121535113214,0.4813020008451829
